bioguide_id,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,full_state,state,district,geoid,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,wikipedia_id
B001257,Bilirakis,Gus,M.,,,Gus M. Bilirakis,2/8/63,M,Florida,FL,12,1212,Republican,https://bilirakis.house.gov,2227 Rayburn House Office Building; Washington DC 20515-0912,202-225-5755,,http://bilirakis.house.gov/index.php?format=feed&amp;type=rss,RepGusBilirakis,GusBilirakis,RepGusBilirakis,UC2z1uu1n4-60xXs5x1mvLJw,Gus Bilirakis
B001260,Buchanan,Vern,,,,Vern Buchanan,5/8/51,M,Florida,FL,16,1216,Republican,https://buchanan.house.gov,2427 Rayburn House Office Building; Washington DC 20515-0916,202-225-5015,,http://buchanan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=2,VernBuchanan,CongressmanBuchanan,vernbuchanan,UCY4DEy41NxOTdcF8_XAVZvw,Vern Buchanan
C001066,Castor,Kathy,,,,Kathy Castor,8/20/66,F,Florida,FL,14,1214,Democrat,https://castor.house.gov,2052 Rayburn House Office Building; Washington DC 20515-0914,202-225-3376,,http://castor.house.gov/news/rss.aspx,USRepKCastor,USRepKathyCastor,RepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,Kathy Castor
D000610,Deutch,Theodore,E.,,,Theodore E. Deutch,5/7/66,M,Florida,FL,22,1222,Democrat,https://teddeutch.house.gov,2447 Rayburn House Office Building; Washington DC 20515-0922,202-225-3001,,http://teddeutch.house.gov/news/rss.aspx,RepTedDeutch,CongressmanTedDeutch,congressmanteddeutch,UC1JlTLRUDkzhM2htvI9QJTA,Ted Deutch
D000600,Diaz-Balart,Mario,,,,Mario Diaz-Balart,9/25/61,M,Florida,FL,25,1225,Republican,https://mariodiazbalart.house.gov,404 Cannon House Office Building; Washington DC 20515-0925,202-225-4211,,http://mariodiazbalart.house.gov/rss.xml,MarioDB,mdiazbalart,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,Mario Díaz-Balart
H000324,Hastings,Alcee,L.,,,Alcee L. Hastings,9/5/36,M,Florida,FL,20,1220,Democrat,https://alceehastings.house.gov,2353 Rayburn House Office Building; Washington DC 20515-0920,202-225-1313,,http://www.alceehastings.house.gov/news/rss.aspx,RepHastingsFL,95696782238,RepAlceeHastings,UCaXXiR3YjMuPIlIGRGNnm8A,Alcee Hastings
P000599,Posey,Bill,,,,Bill Posey,12/18/47,M,Florida,FL,8,1208,Republican,https://posey.house.gov,2150 Rayburn House Office Building; Washington DC 20515-0908,202-225-3671,,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,CongBillPosey,bill.posey15,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA,Bill Posey
W000797,Wasserman Schultz,Debbie,,,,Debbie Wasserman Schultz,9/27/66,F,Florida,FL,23,1223,Democrat,https://wassermanschultz.house.gov,1114 Longworth House Office Building; Washington DC 20515-0923,202-225-7931,,http://wassermanschultz.house.gov/atom.xml,RepDWStweets,RepDWS,RepWassermanSchultz,UCfHQiJVvMlYbVAxrMSLdO4w,Debbie Wasserman Schultz
W000806,Webster,Daniel,,,,Daniel Webster,4/27/49,M,Florida,FL,11,1211,Republican,https://webster.house.gov,1210 Longworth House Office Building; Washington DC 20515-0911,202-225-1002,,http://webster.house.gov/news/rss.aspx,RepWebster,RepWebster,repdanwebster,UCCoX4VdU7U11eGEA0lbRtLw,Daniel Webster (Florida politician)
W000808,Wilson,Frederica,S.,,,Frederica S. Wilson,11/5/42,F,Florida,FL,24,1224,Democrat,https://wilson.house.gov,2445 Rayburn House Office Building; Washington DC 20515-0924,202-225-4506,,http://wilson.house.gov/common/rss//index.cfm?rss=49,RepWilson,RepWilson,repfredericawilson,UCP5QBhng_lHv-vJgE_h7lpA,Frederica Wilson
Y000065,Yoho,Ted,S.,,,Ted S. Yoho,4/13/55,M,Florida,FL,3,1203,Republican,https://yoho.house.gov,1730 Longworth House Office Building; Washington DC 20515-0903,202-225-5744,,http://yoho.house.gov/rss.xml,RepTedYoho,CongressmanTedYoho,RepTedYoho,UCGmDQgEgP2Z0NjavmnS9Hwg,Ted Yoho
F000462,Frankel,Lois,,,,Lois Frankel,5/16/48,F,Florida,FL,21,1221,Democrat,https://frankel.house.gov,2305 Rayburn House Office Building; Washington DC 20515-0921,202-225-9890,,http://frankel.house.gov/rss.xml,RepLoisFrankel,RepLoisFrankel,reploisfrankel,UCEk5viAhxaW_2OK20-yBwzQ,Lois Frankel
G000578,Gaetz,Matt,,,,Matt Gaetz,5/7/82,M,Florida,FL,1,1201,Republican,https://gaetz.house.gov,1721 Longworth House Office Building; Washington DC 20515-0901,202-225-4136,,,RepMattGaetz,CongressmanMattGaetz,,UClqXcJew_A3s8qiX-T4a9CA,Matt Gaetz
D000628,Dunn,Neal,,,,Neal P. Dunn,2/16/53,M,Florida,FL,2,1202,Republican,https://dunn.house.gov,316 Cannon House Office Building; Washington DC 20515-0902,202-225-5235,,,drnealdunnfl2,drnealdunnfl2,,UCRTGfrYP-RuDzJ2KGok7TRA,Neal Dunn
R000609,Rutherford,John,,,,John H. Rutherford,9/2/52,M,Florida,FL,4,1204,Republican,https://rutherford.house.gov,1711 Longworth House Office Building; Washington DC 20515-0904,202-225-2501,,,RepRutherfordFL,RepRutherfordFL,,,John Rutherford (Florida politician)
L000586,Lawson,Alabama,,,,"Al Lawson, Jr.",9/23/48,M,Florida,FL,5,1205,Democrat,https://lawson.house.gov,1406 Longworth House Office Building; Washington DC 20515-0905,202-225-0123,,,RepAlLawsonJr,RepAlLawsonJr,,,Al Lawson
M001202,Murphy,Stephanie,,,,Stephanie N. Murphy,9/16/78,F,Florida,FL,7,1207,Democrat,https://murphy.house.gov,1710 Longworth House Office Building; Washington DC 20515-0907,202-225-4035,,,RepStephMurphy,RepStephMurphy,RepStephMurphy,,Stephanie Murphy
S001200,Soto,Darren,,,,Darren Soto,2/25/78,M,Florida,FL,9,1209,Democrat,https://soto.house.gov,1507 Longworth House Office Building; Washington DC 20515-0909,202-225-9889,,,RepDarrenSoto,CongressmanDarrenSoto,repdarrensoto,,Darren Soto
D000627,Demings,Val,,,,Val Butler Demings,3/12/57,F,Florida,FL,10,1210,Democrat,https://demings.house.gov,217 Cannon House Office Building; Washington DC 20515-0910,202-225-2176,,,RepValDemings,RepresentativeValDemings,,UCkcshqwFNJG6XeduOforhig,Val Demings
C001111,Crist,Charlie,,,,Charlie Crist,7/24/56,M,Florida,FL,13,1213,Democrat,https://crist.house.gov,215 Cannon House Office Building; Washington DC 20515-0913,202-225-5961,,,repcharliecrist,RepCharlieCrist,,,Charlie Crist
M001199,Mast,Brian,,,,Brian J. Mast,7/10/80,M,Florida,FL,18,1218,Republican,https://mast.house.gov,2182 Rayburn House Office Building; Washington DC 20515-0918,202-225-3026,,,repbrianmast,repbrianmast,repbrianmast,,Brian Mast
R000607,Rooney,Francis,,,,Francis Rooney,12/4/53,M,Florida,FL,19,1219,Republican,https://francisrooney.house.gov,120 Cannon House Office Building; Washington DC 20515-0919,202-225-2536,,,RepRooney,RepRooney,,UC5dLBbrW1JwIGs9h248lk6g,Francis Rooney
W000823,Waltz,Michael,,,,Michael Waltz,1/31/74,M,Florida,FL,6,1206,Republican,https://waltz.house.gov,216 Cannon House Office Building; Washington DC 20515-0906,202-225-2706,,,RepMichaelWaltz,,,,Michael Waltz
S001210,Spano,Ross,,,,Ross Spano,7/16/66,M,Florida,FL,15,1215,Republican,https://spano.house.gov,224 Cannon House Office Building; Washington DC 20515-0915,202-225-1252,,,RepRossSpano,,,,Ross Spano
S001214,Steube,W.,Gregory,,,W. Gregory Steube,5/19/78,M,Florida,FL,17,1217,Republican,https://steube.house.gov,521 Cannon House Office Building; Washington DC 20515-0917,202-225-5792,,,RepGregSteube,,,,Greg Steube
M001207,Mucarsel-Powell,Debbie,,,,Debbie Mucarsel-Powell,1/18/71,F,Florida,FL,26,1226,Democrat,https://mucarsel-powell.house.gov,114 Cannon House Office Building; Washington DC 20515-0926,202-225-2778,,,RepDMP,,,,Debbie Mucarsel-Powell
S001206,Shalala,Donna,E.,,,Donna E. Shalala,2/14/41,F,Florida,FL,27,1227,Democrat,https://shalala.house.gov,1320 Longworth House Office Building; Washington DC 20515-0927,202-225-3931,,,RepShalala,,,,Donna Shalala
B000490,Bishop,Sanford,D.,Jr.,,"Sanford D. Bishop, Jr.",2/4/47,M,Georgia,GA,2,1302,Democrat,https://bishop.house.gov,2407 Rayburn House Office Building; Washington DC 20515-1002,202-225-3631,,http://bishop.house.gov/rss.xml,SanfordBishop,sanfordbishop,RepSanfordBishop,UCxF9veLBrkr_CqVq5eFYVGg,Sanford Bishop
G000560,Graves,Tom,,,,Tom Graves,2/3/70,M,Georgia,GA,14,1314,Republican,https://tomgraves.house.gov,2078 Rayburn House Office Building; Washington DC 20515-1014,202-225-5211,,http://tomgraves.house.gov/news/rss.aspx,RepTomGraves,reptomgraves,CongressmanGraves,UCBxeA4MWCmfUox57bUTEH0g,Tom Graves
J000288,Johnson,Henry,C.,Jr.,Hank,"Henry C. ""Hank"" Johnson, Jr.",10/2/54,M,Georgia,GA,4,1304,Democrat,https://hankjohnson.house.gov,2240 Rayburn House Office Building; Washington DC 20515-1004,202-225-1605,,http://hankjohnson.house.gov/rss.xml,RepHankJohnson,1.15E+11,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,Hank Johnson
L000287,Lewis,John,R.,,,John Lewis,2/21/40,M,Georgia,GA,5,1305,Democrat,https://johnlewis.house.gov,300 Cannon House Office Building; Washington DC 20515-1005,202-225-3801,,http://johnlewis.house.gov/rss.xml,RepJohnLewis,RepJohnLewis,repjohnlewis,UC_jpkZzdyGhTBGBZ3UTNwjA,John Lewis (civil rights leader)
S001189,Scott,Austin,,,,Austin Scott,12/10/69,M,Georgia,GA,8,1308,Republican,https://austinscott.house.gov,2417 Rayburn House Office Building; Washington DC 20515-1008,202-225-6531,,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,AustinScottGA08,RepAustinScott,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,Austin Scott (politician)
S001157,Scott,David,,,,David Scott,6/27/45,M,Georgia,GA,13,1313,Democrat,https://davidscott.house.gov,225 Cannon House Office Building; Washington DC 20515-1013,202-225-2939,,http://davidscott.house.gov/news/rss.aspx,RepDavidScott,1.13E+11,RepDavidScott,UCgf28zRkLSqAUiPuJhGdF0w,David Scott (Georgia politician)
W000810,Woodall,Rob,,,,Rob Woodall,2/11/70,M,Georgia,GA,7,1307,Republican,https://woodall.house.gov,1724 Longworth House Office Building; Washington DC 20515-1007,202-225-4272,,http://woodall.house.gov/rss.xml,RepRobWoodall,RepRobWoodall,RobWoodallGA07,UC7MSlu8zV6Mf8wYzek2Cb-w,Rob Woodall
C001093,Collins,Doug,,,,Doug Collins,8/16/66,M,Georgia,GA,9,1309,Republican,https://dougcollins.house.gov,1504 Longworth House Office Building; Washington DC 20515-1009,202-225-9893,,http://dougcollins.house.gov/latest-rss/latest-rss/,RepDougCollins,RepresentativeDougCollins,repdougcollins,UCgKTZXOJX2UwAdLNZ4MQdig,Doug Collins (politician)
C001103,Carter,Buddy,,,,"Earl L. ""Buddy"" Carter",9/6/57,M,Georgia,GA,1,1301,Republican,https://buddycarter.house.gov,2432 Rayburn House Office Building; Washington DC 20515-1001,202-225-5831,,,RepBuddyCarter,congressmanbuddycarter,,UCHQm49T6ikD_ioMAt50AwKQ,Buddy Carter
H001071,Hice,Jody,,,,Jody B. Hice,4/22/60,M,Georgia,GA,10,1310,Republican,https://hice.house.gov,409 Cannon House Office Building; Washington DC 20515-1010,202-225-4101,,,congressmanhice,CongressmanJodyHice,,UCzUMsS8DusN2QLpgweFthgQ,Jody Hice
L000583,Loudermilk,Barry,,,,Barry Loudermilk,12/22/63,M,Georgia,GA,11,1311,Republican,https://loudermilk.house.gov,422 Cannon House Office Building; Washington DC 20515-1011,202-225-2931,,,RepLoudermilk,reploudermilk,,UC2Kfw8fjca8k3w3KpzL5tNg,Barry Loudermilk
A000372,Allen,Rick,,,,Rick W. Allen,11/7/51,M,Georgia,GA,12,1312,Republican,https://allen.house.gov,2400 Rayburn House Office Building; Washington DC 20515-1012,202-225-2823,,,reprickallen,CongressmanRickAllen,,UCZPoYXHFDAV17BGLMzGAmpg,Rick W. Allen
F000465,Ferguson,A.,Drew,IV,,A. Drew Ferguson IV,11/15/66,M,Georgia,GA,3,1303,Republican,https://ferguson.house.gov,1032 Longworth House Office Building; Washington DC 20515-1003,202-225-5901,,,RepDrewFerguson,RepDrewFerguson,,UCuK7_j2sREWi_7wBAN477bg,Drew Ferguson (politician)
M001208,McBath,Lucy,,,,Lucy McBath,6/1/60,F,Georgia,GA,6,1306,Democrat,https://mcbath.house.gov,1513 Longworth House Office Building; Washington DC 20515-1006,202-225-4501,,,replucymcbath,,,,Lucy McBath
G000571,Gabbard,Tulsi,,,,Tulsi Gabbard,4/12/81,F,Hawaii,HI,2,1502,Democrat,https://gabbard.house.gov,1433 Longworth House Office Building; Washington DC 20515-1102,202-225-4906,,http://gabbard.house.gov/rss.xml,TulsiPress,RepTulsiGabbard,tulsipress,UCkQmC0YfIU4388Tu0_k4esA,Tulsi Gabbard
C001055,Case,Ed,,,,Ed Case,9/27/52,M,Hawaii,HI,1,1501,Democrat,https://case.house.gov,2443 Rayburn House Office Building; Washington DC 20515-1101,202-225-2726,,,RepEdCase,,,,Ed Case
S001148,Simpson,Michael,K.,,Mike,Michael K. Simpson,9/8/50,M,Idaho,ID,2,1602,Republican,https://simpson.house.gov,2084 Rayburn House Office Building; Washington DC 20515-1202,202-225-5531,,http://simpson.house.gov/news/rss.aspx,CongMikeSimpson,96007744606,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,Mike Simpson
F000469,Fulcher,Russ,,,,Russ Fulcher,7/19/73,M,Idaho,ID,1,1601,Republican,https://fulcher.house.gov,1520 Longworth House Office Building; Washington DC 20515-1201,202-225-6611,,,RepRussFulcher,,,,Russ Fulcher
D000096,Davis,Danny,K.,,,Danny K. Davis,9/6/41,M,Illinois,IL,7,1707,Democrat,https://davis.house.gov,2159 Rayburn House Office Building; Washington DC 20515-1307,202-225-5006,,http://davis.house.gov/index.php?format=feed&type=rss,RepDannyDavis,CongressmanDKDavis,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,Danny K. Davis
K000378,Kinzinger,Adam,,,,Adam Kinzinger,2/27/78,M,Illinois,IL,16,1716,Republican,https://kinzinger.house.gov,2245 Rayburn House Office Building; Washington DC 20515-1316,202-225-3635,,http://kinzinger.house.gov/common/rss//index.cfm?rss=49,RepKinzinger,RepKinzinger,RepAdamKinzinger,UCjDHxyjndxxhjuPWyEBc7UA,Adam Kinzinger
L000563,Lipinski,Daniel,William,,,Daniel Lipinski,7/15/66,M,Illinois,IL,3,1703,Democrat,https://lipinski.house.gov,2346 Rayburn House Office Building; Washington DC 20515-1303,202-225-5701,,http://www.lipinski.house.gov/common/rss//index.cfm?rss=25,RepLipinski,repdanlipinski,lipinski03,UC4-dyxzIODTMk1-12QPEpoQ,Dan Lipinski
Q000023,Quigley,Mike,,,,Mike Quigley,10/17/58,M,Illinois,IL,5,1705,Democrat,https://quigley.house.gov,2458 Rayburn House Office Building; Washington DC 20515-1305,202-225-4061,,http://quigley.house.gov/index.php?format=feed&amp;type=rss,RepMikeQuigley,repmikequigley,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,Mike Quigley (politician)
R000515,Rush,Bobby,L.,,,Bobby L. Rush,11/23/46,M,Illinois,IL,1,1701,Democrat,https://rush.house.gov,2188 Rayburn House Office Building; Washington DC 20515-1301,202-225-4372,,http://rush.house.gov/rss.xml,RepBobbyRush,congressmanbobbyrush,CongressmanRush,UCbWqxBnS_w_uFTdQAL0YH5g,Bobby Rush
S001145,Schakowsky,Janice,D.,,Jan,Janice D. Schakowsky,5/26/44,F,Illinois,IL,9,1709,Democrat,https://schakowsky.house.gov,2367 Rayburn House Office Building; Washington DC 20515-1309,202-225-2111,,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,JanSchakowsky,janschakowsky,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,Jan Schakowsky
S000364,Shimkus,John,M.,,,John Shimkus,2/21/58,M,Illinois,IL,15,1715,Republican,https://shimkus.house.gov,2217 Rayburn House Office Building; Washington DC 20515-1315,202-225-5271,,http://shimkus.house.gov/rss.xml,RepShimkus,repshimkus,repshimkus,UCVXSvuk-csQRKBI0oPzcEnw,John Shimkus
F000454,Foster,Bill,,,,Bill Foster,10/7/55,M,Illinois,IL,11,1711,Democrat,https://foster.house.gov,2366 Rayburn House Office Building; Washington DC 20515-1311,202-225-3515,,http://foster.house.gov/rss.xml,RepBillFoster,CongressmanBillFoster,RepBillFoster,UCicixINQr_-3cFHI2bJzFpQ,Bill Foster (politician)
D000619,Davis,Rodney,,,,Rodney Davis,1/5/70,M,Illinois,IL,13,1713,Republican,https://rodneydavis.house.gov,1740 Longworth House Office Building; Washington DC 20515-1313,202-225-2371,,http://rodneydavis.house.gov/rss.xml,RodneyDavis,RepRodneyDavis,RepRodneyDavis,UCiGPTfpwRxqQp0Bam5S8zwA,Rodney Davis (politician)
B001286,Bustos,Cheri,,,,Cheri Bustos,10/17/61,F,Illinois,IL,17,1717,Democrat,https://bustos.house.gov,1233 Longworth House Office Building; Washington DC 20515-1317,202-225-5905,,http://bustos.house.gov/rss.xml,RepCheri,RepCheri,RepCheri,UCrkOYuIsVeb4dvKeeO7jnaA,Cheri Bustos
K000385,Kelly,Robin,,,,Robin L. Kelly,4/30/56,F,Illinois,IL,2,1702,Democrat,https://robinkelly.house.gov,2416 Rayburn House Office Building; Washington DC 20515-1302,202-225-0773,,http://robinkelly.house.gov/rss.xml,RepRobinKelly,reprobinkelly,,UCLhcNPX2nNQLNzwKW0nEykg,Robin Kelly
B001295,Bost,Mike,,,,Mike Bost,12/30/60,M,Illinois,IL,12,1712,Republican,https://bost.house.gov,1440 Longworth House Office Building; Washington DC 20515-1312,202-225-5661,,,RepBost,RepBost,,UCYA1psY06vSf3QadHuCrmjQ,Mike Bost
L000585,LaHood,Darin,,,,Darin LaHood,7/5/68,M,Illinois,IL,18,1718,Republican,https://lahood.house.gov,1424 Longworth House Office Building; Washington DC 20515-1318,202-225-6201,,,RepLaHood,replahood,,UCVRbtFwaBGcixZIkygtalRw,Darin LaHood
S001190,Schneider,Bradley,S.,,,Bradley Scott Schneider,8/20/61,M,Illinois,IL,10,1710,Democrat,https://schneider.house.gov,1432 Longworth House Office Building; Washington DC 20515-1310,202-225-4835,,http://schneider.house.gov/rss.xml,repschneider,CongressmanBradSchneider,RepBradSchneider,,Brad Schneider
K000391,Krishnamoorthi,Raja,,,,Raja Krishnamoorthi,7/19/73,M,Illinois,IL,8,1708,Democrat,https://krishnamoorthi.house.gov,115 Cannon House Office Building; Washington DC 20515-1308,202-225-3711,,,congressmanraja,congressmanraja,,,Raja Krishnamoorthi
G000586,García,Jesús,G.,,,"Jesús G. ""Chuy"" Garc�a",4/12/56,M,Illinois,IL,4,1704,Democrat,https://chuygarcia.house.gov,530 Cannon House Office Building; Washington DC 20515-1304,202-225-8203,,,RepChuyGarcia,,,,"Jesús ""Chuy"" García"
C001117,Casten,Sean,,,,Sean Casten,11/23/71,M,Illinois,IL,6,1706,Democrat,https://casten.house.gov,429 Cannon House Office Building; Washington DC 20515-1306,202-225-4561,,,RepCasten,,,,Sean Casten
U000040,Underwood,Lauren,,,,Lauren Underwood,10/4/86,F,Illinois,IL,14,1714,Democrat,https://underwood.house.gov,1118 Longworth House Office Building; Washington DC 20515-1314,202-225-2976,,,RepUnderwood,,,,Lauren Underwood
B001275,Bucshon,Larry,,,,Larry Bucshon,5/31/62,M,Indiana,IN,8,1808,Republican,https://bucshon.house.gov,2313 Rayburn House Office Building; Washington DC 20515-1408,202-225-4636,,http://bucshon.house.gov/rss.xml,RepLarryBucshon,RepLarryBucshon,RepLarryBucshon,UC0bIliQs0LKZabNwvZ3gnhQ,Larry Bucshon
C001072,Carson,Andr�,,,,Andr� Carson,10/16/74,M,Indiana,IN,7,1807,Democrat,https://carson.house.gov,2135 Rayburn House Office Building; Washington DC 20515-1407,202-225-4011,,http://carson.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,RepAndreCarson,CongressmanAndreCarson,repandrecarson,UCprUnnEgM2VUGmAKSaZXCSw,André Carson
V000108,Visclosky,Peter,J.,,,Peter J. Visclosky,8/13/49,M,Indiana,IN,1,1801,Democrat,https://visclosky.house.gov,2328 Rayburn House Office Building; Washington DC 20515-1401,202-225-2461,,http://visclosky.house.gov/rss.xml,RepVisclosky,repvisclosky,PeteVisclosky1,UC9njNo6tTComo9Kn7imz7Mg,Pete Visclosky
W000813,Walorski,Jackie,,,,Jackie Walorski,8/17/63,F,Indiana,IN,2,1802,Republican,https://walorski.house.gov,419 Cannon House Office Building; Washington DC 20515-1402,202-225-3915,,http://walorski.house.gov/rss.xml,RepWalorski,RepJackieWalorski,repwalorski,UC8fsSDjVJ_VnCF3ccx3Lkng,Jackie Walorski
B001284,Brooks,Susan,W.,,,Susan W. Brooks,8/25/60,F,Indiana,IN,5,1805,Republican,https://susanwbrooks.house.gov,2211 Rayburn House Office Building; Washington DC 20515-1405,202-225-2276,,http://susanwbrooks.house.gov/rss.xml,SusanWBrooks,congresswomansusanwbrooks,SusanWBrooks,UCMd7LzaBcbQ06aKHoj9KkSQ,Susan Brooks
B001299,Banks,Jim,,,,Jim Banks,7/16/79,M,Indiana,IN,3,1803,Republican,https://banks.house.gov,1713 Longworth House Office Building; Washington DC 20515-1403,202-225-4436,,,RepJimBanks,RepJimBanks,,UC_FR6TySW9uxvhjozkis6Xg,Jim Banks
H001074,Hollingsworth,Trey,,,,Trey Hollingsworth,9/12/83,M,Indiana,IN,9,1809,Republican,https://hollingsworth.house.gov,1641 Longworth House Office Building; Washington DC 20515-1409,202-225-5315,,,reptrey,reptrey,,UCTgS8a_zLg8HpUnk5WXY5ag,Trey Hollingsworth
B001307,Baird,James,R.,,,James R. Baird,6/4/45,M,Indiana,IN,4,1804,Republican,https://baird.house.gov,532 Cannon House Office Building; Washington DC 20515-1404,202-225-5037,,,RepJimBaird,,,,Jim Baird (American politician)
P000615,Pence,Greg,,,,Greg Pence,11/14/56,M,Indiana,IN,6,1806,Republican,https://pence.house.gov,222 Cannon House Office Building; Washington DC 20515-1406,202-225-3021,,,RepGregPence,,,,Greg Pence
K000362,King,Steve,A.,,,Steve King,5/28/49,M,Iowa,IA,4,1904,Republican,https://steveking.house.gov,2210 Rayburn House Office Building; Washington DC 20515-1504,202-225-4426,,http://steveking.house.gov/index.php?format=feed&amp;type=rss,SteveKingIA,stevekingia,stevekingia,UCvdJ--cxsVyght3ZDise0mw,Steve King
L000565,Loebsack,David,,,,David Loebsack,12/23/52,M,Iowa,IA,2,1902,Democrat,https://loebsack.house.gov,1211 Longworth House Office Building; Washington DC 20515-1502,202-225-6576,,http://loebsack.house.gov/news/rss.aspx,DaveLoebsack,DaveLoebsack,congressmanloebsack,UC0biZWEJAKHctxbmXfXJnOg,Dave Loebsack
F000467,Finkenauer,Abby,,,,Abby Finkenauer,12/27/88,F,Iowa,IA,1,1901,Democrat,https://finkenauer.house.gov,124 Cannon House Office Building; Washington DC 20515-1501,202-225-2911,,,RepFinkenauer,,,,Abby Finkenauer
A000378,Axne,Cynthia,,,,Cynthia Axne,4/20/65,F,Iowa,IA,3,1903,Democrat,https://axne.house.gov,330 Cannon House Office Building; Washington DC 20515-1503,202-225-5476,,,RepCindyAxne,,,,Cindy Axne
M001198,Marshall,Roger,,,,Roger W. Marshall,8/9/60,M,Kansas,KS,1,2001,Republican,https://marshall.house.gov,312 Cannon House Office Building; Washington DC 20515-1601,202-225-2715,,,RepMarshall,rogermarshallmd,,UCR3nOFMqBB-kRpKFwgapMaQ,Roger Marshall (politician)
E000298,Estes,Ron,,,,Ron Estes,7/19/56,M,Kansas,KS,4,2004,Republican,https://estes.house.gov,1524 Longworth House Office Building; Washington DC 20515-1604,202-225-6216,,,RepRonEstes,RepRonEstes,,UC2clc28qcehIqotHQcthnWA,Ron Estes
W000824,Watkins,Steven,C.,,,Steve Watkins,9/18/76,M,Kansas,KS,2,2002,Republican,https://watkins.house.gov,1205 Longworth House Office Building; Washington DC 20515-1602,202-225-6601,,,Rep_Watkins,,,,Steve Watkins (politician)
D000629,Davids,Sharice,,,,Sharice Davids,5/22/80,F,Kansas,KS,3,2003,Democrat,https://davids.house.gov,1541 Longworth House Office Building; Washington DC 20515-1603,202-225-2865,,,RepDavids,,,,Sharice Davids
G000558,Guthrie,Brett,,,,Brett Guthrie,2/18/64,M,Kentucky,KY,2,2102,Republican,https://guthrie.house.gov,2434 Rayburn House Office Building; Washington DC 20515-1702,202-225-3501,,http://guthrie.house.gov/common/rss/?rss=24,RepGuthrie,CongressmanGuthrie,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,Brett Guthrie
R000395,Rogers,Harold,,,Hal,Harold Rogers,12/31/37,M,Kentucky,KY,5,2105,Republican,https://halrogers.house.gov,2406 Rayburn House Office Building; Washington DC 20515-1705,202-225-4601,,http://halrogers.house.gov/news/rss.aspx,RepHalRogers,CongressmanHalRogers,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,Hal Rogers
Y000062,Yarmuth,John,A.,,,John A. Yarmuth,11/4/47,M,Kentucky,KY,3,2103,Democrat,https://yarmuth.house.gov,402 Cannon House Office Building; Washington DC 20515-1703,202-225-5401,,,RepJohnYarmuth,2.14E+11,RepJohnYarmuth,UCy5KW4yrEfEiyZRX45Eoxkg,John Yarmuth
M001184,Massie,Thomas,,,,Thomas Massie,1/13/71,M,Kentucky,KY,4,2104,Republican,https://massie.house.gov,2453 Rayburn House Office Building; Washington DC 20515-1704,202-225-3465,,http://massie.house.gov/rss.xml,RepThomasMassie,RepThomasMassie,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,Thomas Massie
B001282,Barr,Garland,,,Andy,Andy Barr,7/24/73,M,Kentucky,KY,6,2106,Republican,https://barr.house.gov,2430 Rayburn House Office Building; Washington DC 20515-1706,202-225-4706,,http://barr.house.gov/rss.xml,RepAndyBarr,RepAndyBarr,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,Andy Barr (American politician)
C001108,Comer,James,,,,James Comer,8/19/72,M,Kentucky,KY,1,2101,Republican,https://comer.house.gov,1037 Longworth House Office Building; Washington DC 20515-1701,202-225-3115,,https://comer.house.gov/rss.xml,,congressmancomer,,,James Comer (politician)
R000588,Richmond,Cedric,L.,,,Cedric L. Richmond,9/13/73,M,Louisiana,LA,2,2202,Democrat,https://richmond.house.gov,506 Cannon House Office Building; Washington DC 20515-1802,202-225-6636,,http://richmond.house.gov/rss.xml,RepRichmond,RepRichmond,RepCedricRichmond,UCsB66Dq8sCGwr5K3g1kqTrA,Cedric Richmond
S001176,Scalise,Steve,Joseph,,,Steve Scalise,10/6/65,M,Louisiana,LA,1,2201,Republican,https://scalise.house.gov,2049 Rayburn House Office Building; Washington DC 20515-1801,202-225-3015,,http://scalise.house.gov/rss.xml,SteveScalise,RepSteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,Steve Scalise
A000374,Abraham,Ralph,,,,Ralph Lee Abraham,9/16/54,M,Louisiana,LA,5,2205,Republican,https://abraham.house.gov,417 Cannon House Office Building; Washington DC 20515-1805,202-225-8490,,,RepAbraham,CongressmanRalphAbraham,,,Ralph Abraham (politician)
